688fe713674b914c519bef018aa47f7a8ba18d58,DELETE,regular-file,bfg.jar,14483456,
7ff9adecb7073f1cca0a5d5bd269fe749742ad8d,DELETE,regular-file,scfc_schaefer100_ya_oa/scfc_schaefer100_ya_oa.mat,20794080,
